Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Quarter,Order_Week,Order_DayOfWeek,Order_DayOfWeek_Name,Ship_Year,Ship_Month,Ship_Quarter,Ship_Week,Ship_DayOfWeek,Shipping_Duration,Is_Weekend_Order,Is_Holiday_Season,Price_Per_Unit,Profit_Margin,Profit_Per_Unit,Has_Discount,Log_Sales,Log_Profit,Log_Quantity,Ship Mode_Encoded,Segment_Encoded,Country_Encoded,City_Encoded,State_Encoded,Region_Encoded,Category_Encoded,Sub-Category_Encoded,Sales_Per_Quantity,Discount_x_Quantity,Discount_x_Sales,Region_Category,Category_Avg_Profit,SubCategory_Avg_Sales,Region_Avg_Discount
2017-09-22,2017-09-26,Standard Class,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,Paper,219.84,4,0.0,107.7216,2017,9,3,38,4,Friday,2017,9,3,39,1,4,0,0,54.96,0.49,26.9304,0,5.397438457415844,4.688790486438057,1.6094379124341003,3,1,0,299,47,0,1,12,54.96,0.0,0.0,Central_Office Supplies,20.3270495851311,57.284091970802926,0.24035299182092124
2017-09-22,2017-09-26,Standard Class,Corporate,United States,Milwaukee,Wisconsin,Central,Technology,Accessories,98.16,6,0.0,9.816,2017,9,3,38,4,Friday,2017,9,3,39,1,4,0,0,16.36,0.1,1.6360000000000001,0,4.5967347071669895,2.381026519300608,1.9459101490553132,3,1,0,299,47,0,2,0,16.36,0.0,0.0,Central_Technology,78.75200221981592,215.97460387096774,0.24035299182092124
2017-09-22,2017-09-26,Standard Class,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,Binders,33.04,8,0.0,15.5288,2017,9,3,38,4,Friday,2017,9,3,39,1,4,0,0,4.13,0.47000000000000003,1.9411,0,3.5275363037051735,2.8051043139164613,2.1972245773362196,3,1,0,299,47,0,1,3,4.13,0.0,0.0,Central_Office Supplies,20.3270495851311,133.56056007879187,0.24035299182092124
2017-09-22,2017-09-26,Standard Class,Corporate,United States,Milwaukee,Wisconsin,Central,Technology,Phones,86.97,3,0.0,25.2213,2017,9,3,38,4,Friday,2017,9,3,39,1,4,0,0,28.99,0.29,8.4071,0,4.476995847264583,3.2665720575794044,1.3862943611198906,3,1,0,299,47,0,2,13,28.99,0.0,0.0,Central_Technology,78.75200221981592,371.21153430821147,0.24035299182092124
2015-02-15,2015-02-19,Standard Class,Corporate,United States,Kenosha,Wisconsin,Central,Technology,Phones,134.97,3,0.0,64.7856,2015,2,1,7,6,Sunday,2015,2,1,8,3,4,1,0,44.99,0.48000000000000004,21.595200000000002,0,4.9124342731675945,4.186400969396411,1.3862943611198906,3,1,0,224,47,0,2,13,44.99,0.0,0.0,Central_Technology,78.75200221981592,371.21153430821147,0.24035299182092124
2015-02-15,2015-02-19,Standard Class,Corporate,United States,Kenosha,Wisconsin,Central,Technology,Phones,699.98,2,0.0,195.9944,2015,2,1,7,6,Sunday,2015,2,1,8,3,4,1,0,349.99,0.28,97.9972,0,6.552479355957112,5.283175301938011,1.0986122886681098,3,1,0,224,47,0,2,13,349.99,0.0,0.0,Central_Technology,78.75200221981592,371.21153430821147,0.24035299182092124
2015-02-15,2015-02-19,Standard Class,Corporate,United States,Kenosha,Wisconsin,Central,Technology,Accessories,139.95,5,0.0,26.5905,2015,2,1,7,6,Sunday,2015,2,1,8,3,4,1,0,27.99,0.19,5.318099999999999,0,4.948405217560121,3.317471510573139,1.791759469228055,3,1,0,224,47,0,2,0,27.99,0.0,0.0,Central_Technology,78.75200221981592,215.97460387096774,0.24035299182092124
2014-09-30,2014-10-04,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,48.94,1,0.0,24.47,2014,9,3,40,1,Tuesday,2014,10,4,40,5,4,0,0,48.94,0.5,24.47,0,3.910822284851627,3.2375012889913655,0.6931471805599453,3,0,0,329,30,1,1,12,48.94,0.0,0.0,East_Office Supplies,20.3270495851311,57.284091970802926,0.14536516853932585
2014-12-01,2014-12-03,First Class,Consumer,United States,Madison,Wisconsin,Central,Furniture,Chairs,2807.84,8,0.0,673.8816,2014,12,4,49,0,Monday,2014,12,4,49,2,2,0,1,350.98,0.24,84.2352,0,7.940526865709813,6.514537268079444,2.1972245773362196,0,0,0,272,47,0,0,5,350.98,0.0,0.0,Central_Furniture,8.699327109853842,532.3324197730956,0.24035299182092124
2014-12-01,2014-12-03,First Class,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,Art,46.64,4,0.0,12.5928,2014,12,4,49,0,Monday,2014,12,4,49,2,2,0,1,11.66,0.27,3.1482,0,3.8636727444870993,2.609540240789412,1.6094379124341003,0,0,0,272,47,0,1,2,11.66,0.0,0.0,Central_Office Supplies,20.3270495851311,34.068834170854274,0.24035299182092124
2014-12-08,2014-12-13,Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,60.416,2,0.2,6.0416,2014,12,4,50,0,Monday,2014,12,4,50,5,5,0,1,30.208,0.1,3.0208,1,4.117670387525597,1.9518354170746899,1.0986122886681098,3,1,0,207,41,0,1,14,30.208,0.4,12.0832,Central_Office Supplies,20.3270495851311,264.5905531914894,0.24035299182092124
2016-09-05,2016-09-10,Standard Class,Home Office,United States,Olathe,Kansas,Central,Office Supplies,Art,107.94,3,0.0,26.985,2016,9,3,36,0,Monday,2016,9,3,36,5,5,0,0,35.98,0.25,8.995,0,4.690797271955528,3.331668652343323,1.3862943611198906,3,2,0,346,14,0,1,2,35.98,0.0,0.0,Central_Office Supplies,20.3270495851311,34.068834170854274,0.24035299182092124
2017-08-27,2017-08-30,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Storage,63.84,8,0.0,16.5984,2017,8,3,34,6,Sunday,2017,8,3,35,2,3,1,0,7.98,0.26,2.0748,0,4.171922696867475,2.867807988820715,2.1972245773362196,0,2,0,329,30,1,1,14,7.98,0.0,0.0,East_Office Supplies,20.3270495851311,264.5905531914894,0.14536516853932585
2017-08-27,2017-08-30,First Class,Home Office,United States,New York City,New York,East,Technology,Phones,347.97,3,0.0,100.9113,2017,8,3,34,6,Sunday,2017,8,3,35,2,3,1,0,115.99000000000001,0.29,33.6371,0,5.854985958622278,4.624102827112886,1.3862943611198906,0,2,0,329,30,1,2,13,115.99000000000001,0.0,0.0,East_Technology,78.75200221981592,371.21153430821147,0.14536516853932585
2017-08-27,2017-08-30,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,37.008,6,0.2,11.565,2017,8,3,34,6,Sunday,2017,8,3,35,2,3,1,0,6.168,0.31249999999999994,1.9275,1,3.6377966638846204,2.5309151709955553,1.9459101490553132,0,2,0,329,30,1,1,3,6.168,1.2000000000000002,7.401600000000001,East_Office Supplies,20.3270495851311,133.56056007879187,0.14536516853932585
2016-07-07,2016-07-11,Standard Class,Consumer,United States,San Jose,California,West,Furniture,Furnishings,215.65,5,0.0,73.321,2016,7,3,27,3,Thursday,2016,7,3,28,0,4,0,0,43.13,0.33999999999999997,14.6642,0,5.378283148185918,4.3083935497433705,1.791759469228055,3,0,0,440,3,3,0,9,43.13,0.0,0.0,West_Furniture,8.699327109853842,95.82566771159875,0.10933499843896347
2016-08-08,2016-08-10,Second Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Fasteners,11.168,4,0.2,3.6296,2016,8,3,32,0,Monday,2016,8,3,32,2,2,0,0,2.792,0.325,0.9074,1,2.4988095549569915,1.532470471277492,1.6094379124341003,2,0,0,109,41,0,1,8,2.792,0.8,2.2336,Central_Office Supplies,20.3270495851311,13.936774193548388,0.24035299182092124
2016-08-08,2016-08-10,Second Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,53.952,3,0.2,17.5344,2016,8,3,32,0,Monday,2016,8,3,32,2,2,0,0,17.983999999999998,0.32500000000000007,5.8448,1,4.006460076911581,2.919628464889096,1.3862943611198906,2,0,0,109,41,0,1,12,17.983999999999998,0.6000000000000001,10.7904,Central_Office Supplies,20.3270495851311,57.284091970802926,0.24035299182092124
2016-11-13,2016-11-19,Standard Class,Home Office,United States,Auburn,Washington,West,Furniture,Furnishings,4.18,1,0.0,1.5048,2016,11,4,45,6,Sunday,2016,11,4,46,5,6,1,1,4.18,0.36,1.5048,0,1.6448050562713916,0.9182088910300589,0.6931471805599453,3,2,0,23,45,3,0,9,4.18,0.0,0.0,West_Furniture,8.699327109853842,95.82566771159875,0.10933499843896347
2017-09-22,2017-09-26,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.607,1,0.7,-4.2987,2017,9,3,38,4,Friday,2017,9,3,39,1,4,0,0,5.607,-0.7666666666666667,-4.2987,1,1.8881296930477487,,0.6931471805599453,2,0,0,374,36,1,1,3,5.607,0.7,3.9249,East_Office Supplies,20.3270495851311,133.56056007879187,0.14536516853932585
2017-09-22,2017-09-26,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,4663.736,7,0.2,-1049.3406,2017,9,3,38,4,Friday,2017,9,3,39,1,4,0,0,666.2479999999999,-0.225,-149.9058,1,8.447786520040205,,2.0794415416798357,2,0,0,374,36,1,1,15,666.2479999999999,1.4000000000000001,932.7472,East_Office Supplies,20.3270495851311,245.6502,0.14536516853932585
2017-09-22,2017-09-26,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,79.984,2,0.2,22.9954,2017,9,3,38,4,Friday,2017,9,3,39,1,4,0,0,39.992,0.28750000000000003,11.4977,1,4.394251604296451,3.177862145310876,1.0986122886681098,2,0,0,374,36,1,2,0,39.992,0.4,15.9968,East_Technology,78.75200221981592,215.97460387096774,0.14536516853932585
2016-12-25,2016-12-28,First Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,2575.944,7,0.2,257.5944,2016,12,4,51,6,Sunday,2016,12,4,52,2,3,1,1,367.992,0.1,36.7992,1,7.854359479721644,5.555260811037544,2.0794415416798357,0,1,0,266,3,3,2,13,367.992,1.4000000000000001,515.1888,West_Technology,78.75200221981592,371.21153430821147,0.10933499843896347
2016-12-25,2016-12-28,First Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,45.36,7,0.0,21.7728,2016,12,4,51,6,Sunday,2016,12,4,52,2,3,1,1,6.4799999999999995,0.48,3.1104,0,3.836437018471551,3.1255668413342237,2.0794415416798357,0,1,0,266,3,3,1,12,6.4799999999999995,0.0,0.0,West_Office Supplies,20.3270495851311,57.284091970802926,0.10933499843896347
2016-12-25,2016-12-28,First Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,254.24,7,0.0,76.272,2016,12,4,51,6,Sunday,2016,12,4,52,2,3,1,1,36.32,0.3,10.896,0,5.5422042790001464,4.347331664876995,2.0794415416798357,0,1,0,266,3,3,2,0,36.32,0.0,0.0,West_Technology,78.75200221981592,215.97460387096774,0.10933499843896347
2016-02-11,2016-02-13,First Class,Corporate,United States,Tulsa,Oklahoma,Central,Technology,Phones,69.93,7,0.0,0.6993,2016,2,1,6,3,Thursday,2016,2,1,6,5,2,0,0,9.99,0.01,0.0999,0,4.261693475213995,0.5302164015579228,2.0794415416798357,0,1,0,490,34,0,2,13,9.99,0.0,0.0,Central_Technology,78.75200221981592,371.21153430821147,0.24035299182092124
2016-10-23,2016-10-29,Standard Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,16.156,7,0.6,-12.117,2016,10,4,42,6,Sunday,2016,10,4,43,5,6,1,0,2.308,-0.7500000000000001,-1.731,1,2.842347966654634,,2.0794415416798357,3,1,0,80,11,0,0,9,2.308,4.2,9.693599999999998,Central_Furniture,8.699327109853842,95.82566771159875,0.24035299182092124
2016-10-23,2016-10-29,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Paper,54.816,3,0.2,17.8152,2016,10,4,42,6,Sunday,2016,10,4,43,5,6,1,0,18.272000000000002,0.325,5.938400000000001,1,4.022060566636935,2.9346650538055403,1.3862943611198906,3,1,0,80,11,0,1,12,18.272000000000002,0.6000000000000001,10.9632,Central_Office Supplies,20.3270495851311,57.284091970802926,0.24035299182092124
2014-06-09,2014-06-11,Second Class,Consumer,United States,Harrisonburg,Virginia,South,Furniture,Tables,1441.3,7,0.0,245.021,2014,6,2,24,0,Monday,2014,6,2,24,2,2,0,0,205.9,0.16999999999999998,35.003,0,7.273994340589464,5.505416898142564,2.0794415416798357,2,0,0,190,44,2,0,16,205.9,0.0,0.0,South_Furniture,8.699327109853842,648.7947711598746,0.1472530864197531
2017-11-20,2017-11-26,Standard Class,Consumer,United States,Newark,Ohio,East,Furniture,Furnishings,77.6,5,0.2,28.13,2017,11,4,47,0,Monday,2017,11,4,47,6,6,0,1,15.52,0.3625,5.6259999999999994,1,4.364371699435161,3.3717685709713434,1.791759469228055,3,0,0,330,33,1,0,9,15.52,1.0,15.52,East_Furniture,8.699327109853842,95.82566771159875,0.14536516853932585
2017-11-20,2017-11-26,Standard Class,Consumer,United States,Newark,Ohio,East,Furniture,Furnishings,4.656,2,0.2,1.5714,2017,11,4,47,0,Monday,2017,11,4,47,6,6,0,1,2.328,0.3375,0.7857,1,1.7327169285942716,0.9444504976680114,1.0986122886681098,3,0,0,330,33,1,0,9,2.328,0.4,0.9312,East_Furniture,8.699327109853842,95.82566771159875,0.14536516853932585
2015-09-14,2015-09-18,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Tables,170.136,3,0.2,-8.5068,2015,9,3,38,0,Monday,2015,9,3,38,4,4,0,0,56.711999999999996,-0.05,-2.8356,1,5.142458562039423,,1.3862943611198906,3,1,0,266,3,3,0,16,56.711999999999996,0.6000000000000001,34.0272,West_Furniture,8.699327109853842,648.7947711598746,0.10933499843896347
2015-06-04,2015-06-04,Same Day,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,7.38,2,0.0,3.4686,2015,6,2,23,3,Thursday,2015,6,2,23,3,0,0,0,3.69,0.47,1.7343,0,2.1258479144939915,1.4970751604632488,1.0986122886681098,1,0,0,452,45,3,1,10,3.69,0.0,0.0,West_Office Supplies,20.3270495851311,34.303054945054946,0.10933499843896347
2015-06-04,2015-06-04,Same Day,Consumer,United States,Seattle,Washington,West,Office Supplies,Art,9.26,2,0.0,3.0558,2015,6,2,23,3,Thursday,2015,6,2,23,3,0,0,0,4.63,0.33,1.5279,0,2.3282528397426234,1.4001479554084264,1.0986122886681098,1,0,0,452,45,3,1,2,4.63,0.0,0.0,West_Office Supplies,20.3270495851311,34.068834170854274,0.10933499843896347
2015-12-13,2015-12-15,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Labels,9.96,2,0.0,4.5816,2015,12,4,50,6,Sunday,2015,12,4,51,1,2,1,1,4.98,0.45999999999999996,2.2908,0,2.3942522815198695,1.7194754736428897,1.0986122886681098,2,0,0,266,3,3,1,10,4.98,0.0,0.0,West_Office Supplies,20.3270495851311,34.303054945054946,0.10933499843896347
2014-05-25,2014-05-29,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Appliances,75.6,2,0.8,-166.32,2014,5,2,21,6,Sunday,2014,5,2,22,3,4,1,0,37.8,-2.2,-83.16,1,4.338597076746545,,1.0986122886681098,3,0,0,80,11,0,1,1,37.8,1.6,60.48,Central_Office Supplies,20.3270495851311,230.7557103004292,0.24035299182092124
2014-05-25,2014-05-29,Standard Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,29.32,2,0.6,-24.189,2014,5,2,21,6,Sunday,2014,5,2,22,3,4,1,0,14.66,-0.825,-12.0945,1,3.411807560774171,,1.0986122886681098,3,0,0,80,11,0,0,9,14.66,1.2,17.592,Central_Furniture,8.699327109853842,95.82566771159875,0.24035299182092124
2016-02-16,2016-02-20,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Appliances,92.064,6,0.8,-225.5568,2016,2,1,7,1,Tuesday,2016,2,1,7,5,4,0,0,15.344,-2.45,-37.592800000000004,1,4.533287428514465,,1.9459101490553132,3,1,0,80,11,0,1,1,15.344,4.800000000000001,73.6512,Central_Office Supplies,20.3270495851311,230.7557103004292,0.24035299182092124
2016-02-16,2016-02-20,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Fasteners,6.976,4,0.2,1.8312,2016,2,1,7,1,Tuesday,2016,2,1,7,5,4,0,0,1.744,0.2625,0.4578,1,2.076437032659537,1.0407006500491165,1.6094379124341003,3,1,0,80,11,0,1,8,1.744,0.8,1.3952,Central_Office Supplies,20.3270495851311,13.936774193548388,0.24035299182092124
2016-02-16,2016-02-20,Standard Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Chairs,62.958,3,0.3,-2.6982,2016,2,1,7,1,Tuesday,2016,2,1,7,5,4,0,0,20.986,-0.04285714285714286,-0.8994,1,4.158226617933386,,1.3862943611198906,3,1,0,80,11,0,0,5,20.986,0.8999999999999999,18.8874,Central_Furniture,8.699327109853842,532.3324197730956,0.24035299182092124
2016-02-16,2016-02-20,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,2016,2,1,7,1,Tuesday,2016,2,1,7,5,4,0,0,5.184,0.35,1.8144,1,1.8219653112851208,1.0347490950011566,0.6931471805599453,3,1,0,80,11,0,1,12,5.184,0.2,1.0368000000000002,Central_Office Supplies,20.3270495851311,57.284091970802926,0.24035299182092124
2016-12-22,2016-12-28,Standard Class,Consumer,United States,Redmond,Oregon,West,Office Supplies,Binders,31.32,10,0.7,-25.056,2016,12,4,51,3,Thursday,2016,12,4,52,2,6,0,1,3.132,-0.8,-2.5056000000000003,1,3.4756862336528944,,2.3978952727983707,3,0,0,400,35,3,1,3,3.132,7.0,21.924,West_Office Supplies,20.3270495851311,133.56056007879187,0.10933499843896347
2016-12-22,2016-12-28,Standard Class,Consumer,United States,Redmond,Oregon,West,Furniture,Furnishings,11.84,4,0.2,3.108,2016,12,4,51,3,Thursday,2016,12,4,52,2,6,0,1,2.96,0.2625,0.777,1,2.552565298261815,1.4129362920663118,1.6094379124341003,3,0,0,400,35,3,0,9,2.96,0.8,2.368,West_Furniture,8.699327109853842,95.82566771159875,0.10933499843896347
2016-12-22,2016-12-28,Standard Class,Consumer,United States,Redmond,Oregon,West,Furniture,Furnishings,22.784,1,0.2,4.8416,2016,12,4,51,3,Thursday,2016,12,4,52,2,6,0,1,22.784,0.2125,4.8416,1,3.1690130856957963,1.7650047319192352,0.6931471805599453,3,0,0,400,35,3,0,9,22.784,0.2,4.5568,West_Furniture,8.699327109853842,95.82566771159875,0.10933499843896347
2016-02-08,2016-02-11,Second Class,Home Office,United States,Raleigh,North Carolina,South,Technology,Phones,1127.976,3,0.2,126.8973,2016,2,1,6,0,Monday,2016,2,1,6,3,3,0,0,375.992,0.11249999999999999,42.2991,1,7.029066306173491,4.851227598119596,1.3862943611198906,2,2,0,394,31,2,2,13,375.992,0.6000000000000001,225.59520000000003,South_Technology,78.75200221981592,371.21153430821147,0.1472530864197531
2015-07-13,2015-07-15,Second Class,Corporate,United States,Macon,Georgia,South,Office Supplies,Paper,38.88,6,0.0,18.6624,2015,7,3,29,0,Monday,2015,7,3,29,2,2,0,0,6.48,0.48000000000000004,3.1104000000000003,0,3.6858749450936377,2.978708182548196,1.9459101490553132,2,1,0,271,9,2,1,12,6.48,0.0,0.0,South_Office Supplies,20.3270495851311,57.284091970802926,0.1472530864197531
2014-05-18,2014-05-24,Standard Class,Consumer,United States,Cleveland,Ohio,East,Technology,Phones,779.796,2,0.4,-168.9558,2014,5,2,20,6,Sunday,2014,5,2,21,5,6,1,0,389.898,-0.21666666666666667,-84.4779,1,6.66031391213494,,1.0986122886681098,3,0,0,86,33,1,2,13,389.898,0.8,311.9184,East_Technology,78.75200221981592,371.21153430821147,0.14536516853932585
2017-10-21,2017-10-21,Same Day,Home Office,United States,Muskogee,Oklahoma,Central,Technology,Phones,1439.92,8,0.0,374.3792,2017,10,4,42,5,Saturday,2017,10,4,42,5,0,1,0,179.99,0.26,46.7974,0,7.273037077456315,5.9279367150520885,2.1972245773362196,1,2,0,320,34,0,2,13,179.99,0.0,0.0,Central_Technology,78.75200221981592,371.21153430821147,0.24035299182092124
2017-10-21,2017-10-21,Same Day,Home Office,United States,Muskogee,Oklahoma,Central,Furniture,Tables,262.11,1,0.0,62.9064,2017,10,4,42,5,Saturday,2017,10,4,42,5,0,1,0,262.11,0.24,62.9064,0,5.572572195685788,4.157419512862685,0.6931471805599453,1,2,0,320,34,0,0,16,262.11,0.0,0.0,Central_Furniture,8.699327109853842,648.7947711598746,0.24035299182092124
2015-11-05,2015-11-09,Standard Class,Corporate,United States,Monroe,North Carolina,South,Furniture,Chairs,207.0,3,0.2,25.875,2015,11,4,45,3,Thursday,2015,11,4,46,0,4,0,1,69.0,0.125,8.625,1,5.337538079701318,3.2911964864478267,1.3862943611198906,3,1,0,308,31,2,0,5,69.0,0.6000000000000001,41.400000000000006,South_Furniture,8.699327109853842,532.3324197730956,0.1472530864197531
2017-08-01,2017-08-07,Standard Class,Corporate,United States,Austin,Texas,Central,Technology,Machines,1439.982,3,0.4,-263.9967,2017,8,3,31,1,Tuesday,2017,8,3,32,0,6,0,0,479.99399999999997,-0.18333333333333332,-87.99889999999999,1,7.273080104596036,,1.3862943611198906,3,1,0,25,41,0,2,11,479.99399999999997,1.2000000000000002,575.9928,Central_Technology,78.75200221981592,1645.5533130434783,0.24035299182092124
2017-08-01,2017-08-07,Standard Class,Corporate,United States,Austin,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,2017,8,3,31,1,Tuesday,2017,8,3,32,0,6,0,0,5.183999999999999,0.35000000000000003,1.8143999999999998,1,3.6186715590704397,2.6174542252897903,2.0794415416798357,3,1,0,25,41,0,1,12,5.183999999999999,1.4000000000000001,7.2576,Central_Office Supplies,20.3270495851311,57.284091970802926,0.24035299182092124
2014-06-21,2014-06-24,First Class,Consumer,United States,Meriden,Connecticut,East,Office Supplies,Art,21.4,5,0.0,6.206,2014,6,2,25,5,Saturday,2014,6,2,26,1,3,1,0,4.279999999999999,0.29000000000000004,1.2412,0,3.109060958860994,1.9749140123259015,1.791759469228055,0,0,0,291,5,1,1,2,4.279999999999999,0.0,0.0,East_Office Supplies,20.3270495851311,34.068834170854274,0.14536516853932585
2017-02-19,2017-02-21,Second Class,Corporate,United States,Roswell,Georgia,South,Office Supplies,Appliances,1245.86,7,0.0,361.2994,2017,2,1,7,6,Sunday,2017,2,1,8,1,2,1,0,177.98,0.29000000000000004,51.6142,0,7.128383669930678,5.892470941813544,2.0794415416798357,2,1,0,419,9,2,1,1,177.98,0.0,0.0,South_Office Supplies,20.3270495851311,230.7557103004292,0.1472530864197531
2014-08-01,2014-08-05,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Labels,17.544,3,0.2,5.9211,2014,8,3,31,4,Friday,2014,8,3,32,1,4,0,0,5.848,0.33749999999999997,1.9737,1,2.920146286597396,1.9345747165344218,1.3862943611198906,3,1,0,74,31,2,1,10,5.848,0.6000000000000001,3.5088000000000004,South_Office Supplies,20.3270495851311,34.303054945054946,0.1472530864197531
2014-08-01,2014-08-05,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Furniture,Furnishings,44.128,4,0.2,12.1352,2014,8,3,31,4,Friday,2014,8,3,32,1,4,0,0,11.032,0.27499999999999997,3.0338,1,3.809502896437675,2.575295649515681,1.6094379124341003,3,1,0,74,31,2,0,9,11.032,0.8,8.8256,South_Furniture,8.699327109853842,95.82566771159875,0.1472530864197531
2014-08-01,2014-08-05,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Appliances,62.92,1,0.2,10.2245,2014,8,3,31,4,Friday,2014,8,3,32,1,4,0,0,62.92,0.1625,10.2245,1,4.157632301458019,2.418098889206386,0.6931471805599453,3,1,0,74,31,2,1,1,62.92,0.2,12.584000000000001,South_Office Supplies,20.3270495851311,230.7557103004292,0.1472530864197531
2014-08-01,2014-08-05,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Paper,78.304,2,0.2,29.364,2014,8,3,31,4,Friday,2014,8,3,32,1,4,0,0,39.152,0.375,14.682,1,4.3732885687305965,3.413257696154522,1.0986122886681098,3,1,0,74,31,2,1,12,39.152,0.4,15.660800000000002,South_Office Supplies,20.3270495851311,57.284091970802926,0.1472530864197531
2016-07-18,2016-07-23,Standard Class,Corporate,United States,Bowling Green,Kentucky,South,Furniture,Chairs,140.81,1,0.0,39.4268,2016,7,3,29,0,Monday,2016,7,3,29,5,5,0,0,140.81,0.27999999999999997,39.4268,0,4.954488133473255,3.6994929313735474,0.6931471805599453,3,1,0,46,15,2,0,5,140.81,0.0,0.0,South_Furniture,8.699327109853842,532.3324197730956,0.1472530864197531
2015-02-09,2015-02-11,Second Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Labels,40.096,4,0.2,13.5324,2015,2,1,7,0,Monday,2015,2,1,7,2,2,0,0,10.024,0.3375000000000001,3.3831,1,3.7159107931649666,2.6763806394411884,1.6094379124341003,2,1,0,434,41,0,1,10,10.024,0.8,8.0192,Central_Office Supplies,20.3270495851311,34.303054945054946,0.24035299182092124
2015-02-09,2015-02-11,Second Class,Corporate,United States,San Antonio,Texas,Central,Furniture,Furnishings,40.784,2,0.6,-30.588,2015,2,1,7,0,Monday,2015,2,1,7,2,2,0,0,20.392,-0.75,-15.294,1,3.7325134911339974,,1.0986122886681098,2,1,0,434,41,0,0,9,20.392,1.2,24.470399999999998,Central_Furniture,8.699327109853842,95.82566771159875,0.24035299182092124
2017-07-29,2017-08-02,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,90.57,3,0.0,11.7741,2017,7,3,30,5,Saturday,2017,8,3,31,2,4,1,0,30.189999999999998,0.13,3.9247,0,4.517103707119641,2.547419683510196,1.3862943611198906,3,0,0,452,45,3,2,0,30.189999999999998,0.0,0.0,West_Technology,78.75200221981592,215.97460387096774,0.10933499843896347
2017-01-12,2017-01-17,Second Class,Home Office,United States,Washington,District of Columbia,East,Office Supplies,Paper,40.08,6,0.0,19.2384,2017,1,1,2,3,Thursday,2017,1,1,3,1,5,0,0,6.68,0.48,3.2064,0,3.7155213850603572,3.00758178991114,1.9459101490553132,2,2,0,505,7,1,1,12,6.68,0.0,0.0,East_Office Supplies,20.3270495851311,57.284091970802926,0.14536516853932585
2017-01-12,2017-01-17,Second Class,Home Office,United States,Washington,District of Columbia,East,Furniture,Furnishings,37.68,2,0.0,15.8256,2017,1,1,2,3,Thursday,2017,1,1,3,1,5,0,0,18.84,0.42,7.9128,0,3.6553226705850936,2.8229015361133705,1.0986122886681098,2,2,0,505,7,1,0,9,18.84,0.0,0.0,East_Furniture,8.699327109853842,95.82566771159875,0.14536516853932585
2017-09-10,2017-09-10,Same Day,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,362.352,3,0.2,27.1764,2017,9,3,36,6,Sunday,2017,9,3,36,6,0,1,0,120.78399999999999,0.07500000000000001,9.0588,1,5.89537206138216,3.3384847481323545,1.3862943611198906,1,1,0,266,3,3,0,5,120.78399999999999,0.6000000000000001,72.4704,West_Furniture,8.699327109853842,532.3324197730956,0.10933499843896347
2017-09-10,2017-09-10,Same Day,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,7.184,2,0.2,2.245,2017,9,3,36,6,Sunday,2017,9,3,36,6,0,1,0,3.592,0.3125,1.1225,1,2.1021810286493254,1.1771153501560534,1.0986122886681098,1,1,0,266,3,3,1,3,3.592,0.4,1.4368,West_Office Supplies,20.3270495851311,133.56056007879187,0.10933499843896347
